SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
GTLINFRA,EQ,GTL INFRA.LTD,1.32,1.38,1.32,1.35,48909167,66092544.87,20260525,1.3500000000000003,1.35,1.3500000000000003,1.3500000000000003,1.35,4.440892098500626e-16,3.2895497025930565e-14,Narrow,Bullish,Inside CPR,Cash Only,Real Estate & Infra,False,False,0.3333333333333333,3,47714777.89,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KPEL,EQ,K.P. ENERGY LIMITED,361.35,372.9,361.35,368.5,401841,147614869.9,20260525,367.5833333333333,367.125,368.0416666666666,368.0416666666666,367.125,0.9166666666666288,0.2487562189054623,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.6666666666666666,3,113963925.95,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KSL,EQ,KALYANI STEELS LIMITED,830.15,840.0,813.0,829.6,40821,33725829.75,20260525,827.5333333333333,826.5,828.5666666666666,828.5666666666666,826.5,2.066666666666606,0.249116039858559,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,29444169.35,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MANGLMCEM,EQ,MANGALAM CEMENT LTD,844.9,851.0,828.5,842.9,159034,133488585.5,20260525,840.8000000000001,839.75,841.8500000000001,841.8500000000001,839.75,2.1000000000001364,0.2491398742436987,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,301327694.8,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WCIL,EQ,WESTERN CARRIERS (IND) L,97.1,100.0,97.1,98.92,81973,8097337.75,20260525,98.67333333333332,98.55,98.79666666666668,98.79666666666668,98.55,0.2466666666666697,0.2493597519881416,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.6666666666666666,3,3220465.79,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CNL,EQ,CREATIVE NEWTECH LIMITED,645.0,660.0,645.0,654.95,7931,5194455.8,20260525,653.3166666666667,652.5,654.1333333333334,654.1333333333334,652.5,1.6333333333334394,0.2493829045474371,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.6666666666666666,3,5194455.8,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LODHA,EQ,LODHA DEVELOPERS LIMITED,903.85,909.85,897.05,906.85,1152800,1041607266.15,20260525,904.5833333333334,903.45,905.7166666666668,905.7166666666668,903.45,2.2666666666666515,0.2499494587491483,Narrow,Bullish,Above CPR,Cash Only,Realty,True,False,0.6666666666666666,3,1041607266.15,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RBLBANK,EQ,RBL BANK LIMITED,340.0,346.65,337.45,343.35,5674878,1943419927.95,20260525,342.4833333333333,342.04999999999995,342.91666666666663,342.91666666666663,342.04999999999995,0.8666666666666742,0.2524149313140161,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,0.3333333333333333,3,1276399069.9,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TCI,EQ,TRANSPORT CORPN OF INDIA,909.8,925.0,900.65,916.3,37191,34088679.1,20260525,913.9833333333332,912.825,915.1416666666664,915.1416666666664,912.825,2.3166666666663787,0.2528284040888769,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,34088679.1,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
YESBANK,EQ,YES BANK LIMITED,22.14,22.4,22.01,22.29,69502731,1543698730.09,20260525,22.23333333333333,22.205,22.261666666666663,22.261666666666663,22.205,0.0566666666666648,0.2542246149244723,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,0.6666666666666666,3,1892073314.86,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ORIENTCER,EQ,ORIENT CERATECH LIMITED,39.13,41.74,39.13,40.59,67207,2710923.43,20260525,40.48666666666667,40.435,40.53833333333334,40.53833333333334,40.435,0.1033333333333388,0.2545783033588046,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,1433323.54,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RRKABEL,EQ,R R KABEL LIMITED,1979.0,2007.9,1955.1,1989.1,730185,1450199929.6,20260525,1984.0333333333333,1981.5,1986.566666666667,1986.566666666667,1981.5,5.066666666667061,0.25472156586733,Moderate,Bullish,Above CPR,Cash Only,Capital Goods,False,False,0.3333333333333333,3,1385126718.3,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JINDALPHOT,EQ,JINDAL PHOTO LIMITED,1000.3,1024.9,1000.3,1016.5,1791,1818474.0,20260525,1013.9,1012.6,1015.2,1015.2,1012.6,2.599999999999909,0.2557796360058936,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,2958093.1,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
STEELXIND,EQ,STEEL EXCHANGE INDIA LTD,10.4,10.75,9.91,10.37,5453331,56799503.71,20260525,10.343333333333334,10.33,10.356666666666667,10.356666666666667,10.33,0.0266666666666672,0.2571520411443325,Moderate,Bullish,Above CPR,Cash Only,Metals & Mining,False,False,0.3333333333333333,3,13901828.77,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GRAUWEIL,EQ,GRAUER & WEIL IND LTD,67.18,68.49,67.18,68.1,87554,5949737.52,20260525,67.92333333333333,67.83500000000001,68.01166666666666,68.01166666666666,67.83500000000001,0.1766666666666481,0.2594224180126991,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,7142673.86,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ENIL,EQ,ENTERTAIN NET. IND. LTD.,109.84,110.0,109.0,109.93,14213,1559846.62,20260525,109.64333333333332,109.5,109.78666666666666,109.78666666666666,109.5,0.2866666666666617,0.2607720064283287,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,1559846.62,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HBESD,EQ,H B ESTATE DEVELOPERS L,74.62,77.58,72.55,75.36,1243,94116.27,20260525,75.16333333333334,75.065,75.26166666666668,75.26166666666668,75.065,0.1966666666666867,0.2609695682944357,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,56996.27,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KCP,EQ,KCP LTD,161.5,166.0,160.85,164.07,167415,27391057.45,20260525,163.64,163.425,163.85500000000002,163.85500000000002,163.425,0.4300000000000068,0.2620832571463441,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,26198606.14,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NFL,EQ,NATIONAL FERT. LTD,77.1,77.95,76.52,77.54,1227784,94902157.61,20260525,77.33666666666666,77.235,77.43833333333332,77.43833333333332,77.235,0.2033333333333189,0.2622302467543447,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,94902157.61,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ALMONDZ,EQ,ALMONDZ GLOBAL SEC LTD,14.0,14.01,13.82,13.97,142035,1984870.61,20260525,13.933333333333332,13.915,13.951666666666664,13.951666666666664,13.915,0.0366666666666652,0.26246719160104,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,1984870.61,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SURYALA,EQ,SURYALATA SPINNING MILL L,373.0,375.0,369.85,373.9,804,299372.7,20260525,372.9166666666667,372.425,373.40833333333336,373.40833333333336,372.425,0.9833333333333484,0.262993670321837,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,211732.05,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ANURAS,EQ,ANUPAM RASAYAN INDIA LTD,1390.0,1390.0,1341.3,1371.1,490980,667662172.9,20260525,1367.4666666666665,1365.65,1369.2833333333328,1369.2833333333328,1365.65,3.633333333332757,0.2649940437118195,Moderate,Bullish,Above CPR,Cash Only,Chemicals,False,False,1.0,3,536042544.6,Outside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GODREJPROP,EQ,GODREJ PROPERTIES LTD,1759.8,1770.5,1750.0,1767.3,352723,621258132.2,20260525,1762.6,1760.25,1764.9500000000005,1764.9500000000005,1760.25,4.700000000000273,0.2659423980082766,Moderate,Bullish,Above CPR,Cash Only,Realty,False,False,1.0,3,718801907.3,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
IMAGICAA,EQ,IMAGICAAWORLD ENT LTD,43.1,44.1,43.05,43.75,428344,18703150.3,20260525,43.63333333333333,43.575,43.69166666666666,43.69166666666666,43.575,0.11666666666666,0.2666666666666515,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,16126952.95,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ELCIDIN,EQ,ELCID INVESTMENTS LTD.,124000.0,124000.0,120000.0,122490.0,21,2568200.0,20260525,122163.33333333331,122000.0,122326.66666666666,122326.66666666666,122000.0,326.66666666665697,0.2666884371513242,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,1196820.0,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ETERNAL,EQ,ETERNAL LIMITED,244.0,249.35,244.0,247.67,20066077,4964476858.52,20260525,247.00666666666663,246.675,247.3383333333333,247.3383333333333,246.675,0.6633333333332985,0.2678295043135214,Moderate,Bullish,Above CPR,Cash Only,Consumer Services,False,False,0.3333333333333333,3,5293361091.77,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GIPCL,EQ,GUJ IND POW CO. LTD,152.5,159.7,152.0,156.48,692079,108420918.72,20260525,156.05999999999997,155.85,156.26999999999995,156.26999999999995,155.85,0.4199999999999591,0.268404907975434,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,63095672.33,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LICI,EQ,LIFE INSURA CORP OF INDIA,827.85,846.5,821.45,837.35,4946135,4136144045.1,20260525,835.1,833.975,836.225,836.225,833.975,2.25,0.2687048426583865,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,0.3333333333333333,3,4136144045.1,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
EXIDEIND,EQ,EXIDE INDUSTRIES LTD,342.2,349.0,340.7,346.25,1597876,550098698.75,20260525,345.31666666666666,344.85,345.7833333333333,345.7833333333333,344.85,0.9333333333332804,0.2695547533092506,Moderate,Bullish,Above CPR,Cash Only,Automobile and Auto Components,False,False,0.6666666666666666,3,443237654.55,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
POLYCAB,EQ,POLYCAB INDIA LIMITED,9320.0,9424.0,9296.0,9398.5,252126,2363947594.0,20260525,9372.833333333334,9360.0,9385.666666666668,9385.666666666668,9360.0,25.66666666666788,0.2730932240960566,Moderate,Bullish,Above CPR,Cash Only,Capital Goods,False,False,0.6666666666666666,3,2137951279.5,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NH,EQ,NARAYANA HRUDAYALAYA LTD.,1930.0,1968.0,1896.1,1940.0,1592052,3087513829.7,20260525,1934.7,1932.05,1937.35,1937.35,1932.05,5.300000000000182,0.2731958762886692,Moderate,Bullish,Above CPR,Cash Only,Healthcare,False,False,0.3333333333333333,3,958391861.0,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
APCL,EQ,ANJANI PORTLAND CEM LTD,121.06,123.0,119.7,121.85,10373,1262235.35,20260525,121.51666666666664,121.35,121.68333333333332,121.68333333333332,121.35,0.3333333333333144,0.273560388455736,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,1262235.35,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NPBET,EQ,TATAAML - NPBET,276.1,278.59,276.0,278.44,3473,960426.61,20260525,277.6766666666667,277.295,278.0583333333334,278.0583333333334,277.295,0.7633333333334349,0.2741464348992368,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,960426.61,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AFFLE,EQ,AFFLE 3I LIMITED,1446.3,1484.4,1439.9,1468.2,196288,287692796.6,20260525,1464.1666666666667,1462.15,1466.1833333333334,1466.1833333333334,1462.15,4.033333333333303,0.2747128002542776,Moderate,Bullish,Above CPR,Cash Only,Information Technology,False,False,0.6666666666666666,3,321040524.8,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
IRFC,EQ,INDIAN RAILWAY FIN CORP L,99.0,101.08,98.99,100.45,13515986,1355667116.98,20260525,100.17333333333332,100.035,100.31166666666668,100.31166666666668,100.035,0.2766666666666708,0.2754272440683631,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,1.0,3,794178661.45,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CHOICEIN,EQ,CHOICE INTERNATIONAL LTD,682.85,693.4,679.5,689.3,655675,451377542.0,20260525,687.4,686.45,688.3499999999999,688.3499999999999,686.45,1.899999999999864,0.2756419556071179,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,1.0,3,416711676.6,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AJAXENGG,EQ,AJAX ENGINEERING LIMITED,569.95,579.95,563.8,574.25,37510,21473994.3,20260525,572.6666666666666,571.875,573.4583333333333,573.4583333333333,571.875,1.5833333333332575,0.2757219561747074,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,19424392.9,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ICICIGI,EQ,ICICI LOMBARD GIC LIMITED,1835.1,1860.8,1832.4,1854.3,388195,718127844.3,20260525,1849.1666666666667,1846.6,1851.7333333333336,1851.7333333333336,1846.6,5.133333333333667,0.2768340254184149,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,0.6666666666666666,3,718127844.3,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
