SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
THAKDEV,EQ,THAKKERS DEVELOPERS LTD.,141.35,141.35,141.35,141.35,2,282.7,20260526,141.35,141.35,141.35,141.35,141.35,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,421.8,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
OMINFRAL,EQ,OM INFRA LIMITED,88.95,90.0,87.61,88.4,52894,4695733.12,20260526,88.67,88.805,88.535,88.805,88.535,0.2700000000000102,0.3054298642534052,Moderate,Bearish,Below CPR,Cash Only,Real Estate & Infra,False,True,0.75,4,5527612.35,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NDGL,EQ,NAGA DHUNSERI GROUP LTD,2591.4,2655.0,2561.0,2596.1,122,316467.7,20260526,2604.0333333333333,2608.0,2600.0666666666666,2608.0,2600.0666666666666,7.933333333333394,0.305586585005716,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,262034.45,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PNGJL,EQ,P N GADGIL JEWELLERS LTD,530.0,536.25,525.05,533.1,261427,138809735.95,20260526,531.4666666666667,530.65,532.2833333333334,532.2833333333334,530.65,1.6333333333334394,0.3063840430188406,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,4,148437530.55,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
IDEA,EQ,VODAFONE IDEA LIMITED,14.09,14.2,13.95,14.14,747187097,10539557533.42,20260526,14.096666666666666,14.075,14.118333333333332,14.118333333333332,14.075,0.043333333333333,0.3064592173503041,Moderate,Bullish,Above CPR,Cash Only,Telecommunication,False,False,0.5,4,10543919039.015,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INDUSINDBK,EQ,INDUSIND BANK LIMITED,926.2,935.0,921.0,932.3,2323571,2155584179.95,20260526,929.4333333333334,928.0,930.8666666666668,930.8666666666668,928.0,2.866666666666788,0.3074832850656214,Moderate,Bullish,Above CPR,Cash Only,Financial Services,False,False,1.0,4,1518474744.85,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ARVSMART,EQ,ARVIND SMARTSPACES LTD,608.1,620.0,608.1,616.9,29437,18081179.7,20260526,615.0,614.05,615.95,615.95,614.05,1.900000000000091,0.3079915707570256,Moderate,Bullish,Above CPR,Cash Only,Consumer & Retail,False,False,0.25,4,31226337.95,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
OIL,EQ,OIL INDIA LTD,484.9,496.45,483.2,492.1,3000663,1475940476.35,20260526,490.5833333333333,489.825,491.3416666666666,491.3416666666666,489.825,1.5166666666666515,0.308202939781884,Moderate,Bullish,Above CPR,Cash Only,Oil Gas & Consumable Fuels,False,False,0.5,4,1430308451.025,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
OBEROIRLTY,EQ,OBEROI REALTY LIMITED,1713.8,1718.0,1685.1,1693.7,352712,599456285.9,20260526,1698.9333333333334,1701.55,1696.3166666666668,1701.55,1696.3166666666668,5.233333333333121,0.3089882112140946,Moderate,Bearish,Below CPR,Cash Only,Realty,False,True,0.75,4,635100180.8499999,Inside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PFC,EQ,POWER FIN CORP LTD.,440.3,440.9,430.55,433.7,4643484,2018904773.0,20260526,435.05,435.725,434.375,435.725,434.375,1.3500000000000227,0.3112750749365974,Moderate,Bearish,Below CPR,Cash Only,Financial Services,False,True,0.75,4,2022548655.4,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TINNARUBR,EQ,TINNA RUBBER AND INFR LTD,787.4,832.0,782.0,810.8,108068,87811641.4,20260526,808.2666666666668,807.0,809.5333333333335,809.5333333333335,807.0,2.5333333333335304,0.3124486104259411,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.25,4,60985950.525000006,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MONARCH,EQ,MONARCH NETWORTH CAP LTD,327.0,333.75,324.05,330.45,80242,26480439.9,20260526,329.4166666666667,328.9,329.9333333333334,329.9333333333334,328.9,1.0333333333334167,0.3127048973622081,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5,4,42715496.625,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RAMASTEEL,EQ,RAMA STEEL TUBES LIMITED,5.39,5.39,5.3,5.32,3445812,18427173.13,20260526,5.336666666666666,5.345,5.328333333333332,5.345,5.328333333333332,0.0166666666666674,0.3132832080200656,Moderate,Bearish,Below CPR,Cash Only,Metals & Mining,False,True,0.5,4,18196915.955,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NIBE,EQ,NIBE LIMITED,1424.0,1501.0,1363.0,1425.3,586707,842300591.0,20260526,1429.7666666666669,1432.0,1427.5333333333333,1432.0,1427.5333333333333,4.466666666666697,0.3133843167520309,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,1975678431.35,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ABB,EQ,ABB INDIA LIMITED,6755.0,6822.0,6722.0,6804.0,200573,1360021734.5,20260526,6782.666666666667,6772.0,6793.333333333334,6793.333333333334,6772.0,21.33333333333394,0.3135410542818039,Moderate,Bullish,Above CPR,Cash Only,Capital Goods,False,False,0.75,4,2132638054.5,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LINC,EQ,LINC LIMITED,100.85,102.99,99.72,100.88,24618,2495466.73,20260526,101.19666666666666,101.355,101.03833333333333,101.355,101.03833333333333,0.3166666666666629,0.3139043087496658,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,3309317.475,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HATHWAY,EQ,HATHWAY CABLE & DATACOM,10.43,10.68,10.38,10.58,2008129,21177711.2,20260526,10.546666666666669,10.53,10.563333333333333,10.563333333333333,10.53,0.0333333333333314,0.315059861373643,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.75,4,20258915.185,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
IDBI,EQ,IDBI BANK LIMITED,72.7,73.98,72.59,72.94,3563991,261180606.62,20260526,73.17,73.285,73.055,73.285,73.055,0.2299999999999897,0.3153276665752533,Moderate,Bearish,Below CPR,Cash Only,Financial Services,False,True,0.75,4,281692297.305,Outside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MANGLMCEM,EQ,MANGALAM CEMENT LTD,848.1,857.4,835.75,850.6,108622,92301424.0,20260526,847.9166666666666,846.575,849.2583333333332,849.2583333333332,846.575,2.6833333333331666,0.3154635943255545,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5,4,217408140.15,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WENDT,EQ,WENDT (INDIA) LIMITED,6986.0,7119.5,6986.0,7019.5,2257,15898489.0,20260526,7041.666666666667,7052.75,7030.583333333334,7052.75,7030.583333333334,22.16666666666606,0.3157869743808826,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,32978211.25,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GMMPFAUDLR,EQ,GMM PFAUDLER LIMITED,814.0,815.35,785.0,796.4,316928,252565569.0,20260526,798.9166666666666,800.175,797.6583333333333,800.175,797.6583333333333,2.5166666666666515,0.3160053574418197,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,229052582.575,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PRITI,EQ,PRITI INTERNATIONAL LTD,43.79,44.91,43.05,44.19,10603,463722.85,20260526,44.04999999999999,43.98,44.11999999999998,44.11999999999998,43.98,0.1399999999999863,0.3168137587689213,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.75,4,224995.205,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GSFC,EQ,GUJ STATE FERT & CHEM LTD,169.2,171.25,169.0,169.32,520560,88457258.2,20260526,169.85666666666663,170.125,169.5883333333333,170.125,169.5883333333333,0.5366666666666902,0.316954090873311,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,191514785.145,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KNRCON,EQ,KNR CONSTRU LTD.,132.9,135.0,130.01,133.14,1500655,199179878.91,20260526,132.71666666666667,132.505,132.92833333333334,132.92833333333334,132.505,0.4233333333333462,0.3179610435131036,Moderate,Bullish,Above CPR,Cash Only,Infrastructure,False,False,1.0,4,179461575.555,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TCIEXP,EQ,TCI EXPRESS LIMITED,523.0,523.0,508.5,513.3,9905,5101227.0,20260526,514.9333333333333,515.75,514.1166666666666,515.75,514.1166666666666,1.6333333333334394,0.3182024806805844,Moderate,Bearish,Below CPR,Cash Only,Logistics,False,True,0.5,4,10688560.0,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TITAN,EQ,TITAN COMPANY LIMITED,4151.9,4160.0,4091.0,4105.9,766717,3155746279.2,20260526,4118.966666666666,4125.5,4112.4333333333325,4125.5,4112.4333333333325,13.066666666667516,0.3182412300997958,Moderate,Bearish,Below CPR,Cash Only,Consumer Durables,False,True,0.75,4,3147366970.1,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PGHL,EQ,PROCTER & GAMBLE HEALTH L,5749.0,5760.0,5599.0,5652.5,15617,88399180.0,20260526,5670.5,5679.5,5661.5,5679.5,5661.5,18.0,0.3184431667403803,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,122530447.5,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SHREDIGCEM,EQ,SHREE DIGVIJAY CEM CO LTD,71.1,72.99,70.5,72.09,76089,5480168.53,20260526,71.86,71.745,71.975,71.975,71.745,0.2299999999999897,0.3190456373976831,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.75,4,3806654.81,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HMVL,EQ,HINDUSTAN MEDIA VENT LTD,63.0,64.5,62.31,63.71,18176,1147660.38,20260526,63.50666666666667,63.405,63.60833333333333,63.60833333333333,63.405,0.2033333333333331,0.3191545021712967,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.75,4,1224141.7,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KRIDHANINF,EQ,KRIDHAN INFRA LIMITED,3.12,3.2,3.03,3.13,39074,121921.49,20260526,3.12,3.115,3.124999999999999,3.124999999999999,3.115,0.0099999999999988,0.3194888178913386,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.25,4,128903.32,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ANTHEM,EQ,ANTHEM BIOSCIENCES LTD,771.1,776.5,760.55,772.25,314251,241310648.35,20260526,769.7666666666668,768.525,771.0083333333336,771.0083333333336,768.525,2.483333333333576,0.3215711665048334,Moderate,Bullish,Above CPR,Cash Only,Healthcare,False,False,0.5,4,258339806.1,Inside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SCHAEFFLER,EQ,SCHAEFFLER INDIA LIMITED,4102.7,4249.0,4102.7,4196.1,205458,863889676.1,20260526,4182.6,4175.85,4189.35,4189.35,4175.85,13.5,0.3217273182240652,Moderate,Bullish,Above CPR,Cash Only,Automobile and Auto Components,False,False,1.0,4,182015423.4,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WEBELSOLAR,EQ,WEBSOL ENERGY SYSTEM LTD,112.0,115.9,111.05,112.93,4387874,499419637.93,20260526,113.29333333333334,113.475,113.11166666666668,113.475,113.11166666666668,0.3633333333333155,0.3217332270728021,Moderate,Bearish,Below CPR,Cash Only,Power & Utilities,False,True,0.75,4,403878107.96,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LUMAXIND,EQ,LUMAX INDUSTRIES LTD,5790.0,5985.0,5773.5,5851.0,19666,115668256.5,20260526,5869.833333333333,5879.25,5860.416666666666,5879.25,5860.416666666666,18.83333333333394,0.3218822993220636,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,182156803.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ATHERENERG,EQ,ATHER ENERGY LIMITED,925.4,985.0,925.4,950.6,9163908,8872462522.2,20260526,953.6666666666666,955.2,952.1333333333332,955.2,952.1333333333332,3.0666666666668334,0.3226032681113858,Moderate,Bearish,Below CPR,Cash Only,Automobile and Auto Components,False,True,0.25,4,3151969444.05,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JAYSREETEA,EQ,JAYSHREE TEA & INDUSTRIES,84.5,85.79,84.45,84.71,23299,1977755.99,20260526,84.98333333333333,85.12,84.84666666666666,85.12,84.84666666666666,0.2733333333333405,0.3226694998622837,Moderate,Bearish,Below CPR,Cash Only,FMCG & Food Products,False,True,0.5,4,2317787.6,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JGCHEM,EQ,J.G.CHEMICALS LIMITED,409.0,419.85,406.85,411.35,101191,41889047.75,20260526,412.6833333333334,413.35,412.0166666666668,413.35,412.0166666666668,1.3333333333332575,0.3241359750415115,Moderate,Bearish,Below CPR,Cash Only,Chemicals & Fertilizers,False,True,0.75,4,28301064.875,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SONAL,EQ,SONAL MERCANTILE LTD.,88.25,88.25,87.4,87.4,77,6749.74,20260526,87.68333333333334,87.825,87.54166666666667,87.825,87.54166666666667,0.2833333333333314,0.324180015255528,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,3,6749.74,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HARRMALAYA,EQ,HARRISON MALAYALAM LTD,215.0,215.0,206.81,209.88,35543,7468363.44,20260526,210.56333333333336,210.905,210.22166666666672,210.905,210.22166666666672,0.6833333333332803,0.3255828727526588,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,5737808.955,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
